Filename	URN	Suggested Full URN	Title	Author	Editor	Publisher	Publication Year
tlg0527.tlg006.xml	tlg0527.tlg006	urn:cts:greekLit:tlg0527.tlg006.opp-grc2	Josue (Cod. Vaticanus %7 Cod. Alexandrinus)	Septuaginta	Henry Barclay Swete	University Press	1901
tlg0527.tlg008.xml	tlg0527.tlg008	urn:cts:greekLit:tlg0527.tlg008.opp-grc2	Judices (Cod. Alexandrinus)	Septuaginta	Henry Barclay Swete	University Press	1901
tlg0527.tlg010.xml	tlg0527.tlg010	urn:cts:greekLit:tlg0527.tlg010.opp-grc2	Ruth	Septuaginta	Henry Barclay Swete	University Press	1901
tlg0527.tlg011.xml	tlg0527.tlg011	urn:cts:greekLit:tlg0527.tlg011.opp-grc2	Regnorum I (Samuelis I In Textu Masoretico)	Septuaginta	Henry Barclay Swete	University Press	1901
tlg0527.tlg012.xml	tlg0527.tlg012	urn:cts:greekLit:tlg0527.tlg012.opp-grc2	Regnorum Ii (Samuelis Ii In Textu Masoretico)	Septuaginta	Henry Barclay Swete	University Press	1901
tlg0527.tlg013.xml	tlg0527.tlg013	urn:cts:greekLit:tlg0527.tlg013.opp-grc2	Regnorum Iii (Regum I In Textu Masoretico)	Septuaginta	Henry Barclay Swete	University Press	1901
tlg0527.tlg014.xml	tlg0527.tlg014	urn:cts:greekLit:tlg0527.tlg014.opp-grc2	Regnorum Iv (Regum Ii In Textu Masoretico)	Septuaginta	Henry Barclay Swete	University Press	1901
tlg0527.tlg030.xml	tlg0527.tlg030	urn:cts:greekLit:tlg0527.tlg030.opp-grc2	Ecclesiastes	Septuaginta	J. H. A. Hart, M.A.	Cambridge	1909
tlg0527.tlg048.opp.eng2.xml	tlg0527.tlg048.opp.eng2	urn:cts:greekLit:tlg0527.tlg048.opp-eng2	Isaias	Septuaginta	R. R. Ottley, M.A.	C. J. Clay And Sons Cambridge University Press Warehouse Ave Maria Lane	1904
tlg0527.tlg048.opp.grc2.xml	tlg0527.tlg048.opp.grc2	urn:cts:greekLit:tlg0527.tlg048.opp-grc2	Isaias	Septuaginta	R. R. Ottley, M.A.	C. J. Clay And Sons Cambridge University Press Warehouse Ave Maria Lane	1904
tlg0544.tlg001.opp-grc1.xml	tlg0544.tlg001.opp-grc1	urn:cts:greekLit:tlg0544.tlg001.opp-grc1	Pyrrhoniae Hypotyposes	Sextus Empiricus	Hermannus Mutschmann	In Aedibus B. G. Teubneri	MCMXII
tlg0544.tlg001.opp-grc2.xml	tlg0544.tlg001.opp-grc3	urn:cts:greekLit:tlg0544.tlg001.opp-grc3	Pyrrhoniae Hypotyposes	Sextus Empiricus	Hermannus Mutschmann	In Aedibus B. G. Teubneri	MCMXII
tlg0544.tlg001.opp-lat1.xml	tlg0544.tlg001.opp-lat1	urn:cts:greekLit:tlg0544.tlg001.opp-lat1	Pyrrhoniae Hypotyposes	Sextus Empiricus	Hermannus Mutschmann	In Aedibus B. G. Teubneri	MCMXII
tlg0544.tlg002.xml	tlg0544.tlg002	urn:cts:greekLit:tlg0544.tlg002.opp-grc1	Adversus Mathematicos	Sextus Empiricus	Hermannus Mutschmann	In Aedibus B. G. Teubneri	MCMXII
tlg0615.tlg001.xml	tlg0615.tlg001	urn:cts:greekLit:tlg0615.tlg001.opp-grc1	In Ethica Nichomachea Commentaria	Aspasius	Gustavus Heylbut	Berolini: Typis Et Impensis G. Reimeri	1889
tlg0732.tlg004.opp-grc1.xml	tlg0732.tlg004.opp-grc1	urn:cts:greekLit:tlg0732.tlg004.opp-grc1	In Aristotelis Metaphysica Commentaria	Alexander	Michael Hayduck	Berolini: Typis Et Impensis G. Reimeri	1891
tlg0732.tlg005.opp-grc1.xml	tlg0732.tlg005.opp-grc1	urn:cts:greekLit:tlg0732.tlg005.opp-grc1	In Aristotelis Analyticorum Priorum Librum I Commentarium	Alexander	Maximilianus Wallies	Berolini: Typis Et Impensis G. Reimeri	1883
tlg0732.tlg006.opp-grc1.xml	tlg0732.tlg006.opp-grc1	urn:cts:greekLit:tlg0732.tlg006.opp-grc1	In Aristotelis Topicorum Libros Octo Commentaria	Alexander	Maximilianus Wallies	Berolini: Typis Et Impensis G. Reimeri	1891
tlg0732.tlg007.opp-grc1.xml	tlg0732.tlg007.opp-grc1	urn:cts:greekLit:tlg0732.tlg007.opp-grc1	In Librum De Sensu Commentarium	Alexander	Paulus Wendland	Berolini: Typis Et Impensis G. Reimeri	1901
tlg0732.tlg008.opp-grc1.xml	tlg0732.tlg008.opp-grc1	urn:cts:greekLit:tlg0732.tlg008.opp-grc1	In Aristotelis Meteorologicorum Libros Commentaria	Alexander	Michael Hayduck	Berolini: Typis Et Impensis G. Reimeri	1899
tlg0732.tlgX01.opp-grc1.xml	tlg0732.tlgX01.opp-grc1	urn:cts:greekLit:tlg0732.tlgX01.opp-grc1	In Aristotelis Sophisticos Elenchos Commentarius [Sp.]	Alexander	Maximilianus Wallies	Berolini: Typis Et Impensis G. Reimeri	1898
tlg1463.tlg001.opp.ger1.xml	tlg1463.tlg001.opp.ger1	urn:cts:greekLit:tlg1463.tlg001.opp-ger1	Apocalypsis Enochi	Liber Enoch	Dr. Joh. Flemming	J.C.Hinrichs'Sche Buchhandlung	1901
tlg1463.tlg001.opp.grc1.xml	tlg1463.tlg001.opp.grc1	urn:cts:greekLit:tlg1463.tlg001.opp-grc1	Apocalypsis Enochi	Liber Enoch	Dr. Joh. Flemming	J.C.Hinrichs'Sche Buchhandlung	1901
tlg1551.tlg001.xml	tlg1551.tlg001	urn:cts:greekLit:tlg1551.tlg001.opp-grc1	Oracula	Oracula Sibyllina	Dr. Joh. Geffchen	J. C. Hinrichs'Sche Bechhandlung	1902
tlg1551.tlg002.xml	tlg1551.tlg002	urn:cts:greekLit:tlg1551.tlg002.opp-grc1	Fragmenta	Oracula Sibyllina	Dr. Joh. Geffchen	J. C. Hinrichs'Sche Bechhandlung	1902
tlg2001.tlg038.xml	tlg2001.tlg038	urn:cts:greekLit:tlg2001.tlg038.opp-grc1	Analyticorum Posteriorum Paraphrasis	Themistius	Maximilianus Wallies	Typis Et Impensis Georgii Reimeri	MCM
tlg2001.tlg039.xml	tlg2001.tlg039	urn:cts:greekLit:tlg2001.tlg039.opp-grc1	In Aristotelis Physica Paraphrasis	Themistius	Maximilianus Wallies	Typis Et Impensis Georgii Reimeri	MCM
tlg2001.tlg040.xml	tlg2001.tlg040	urn:cts:greekLit:tlg2001.tlg040.opp-grc1	In Aristotelis Libros De Anima Paraphrasis	Themistius	Maximilianus Wallies	Typis Et Impensis Georgii Reimeri	MCM
tlg2001.tlg041.xml	tlg2001.tlg041	urn:cts:greekLit:tlg2001.tlg041.opp-grc1	(Sophoniae) In Parva Naturalia Commentarium	Themistius	Samuel Landauer	Typis Et Impensis Georgii Reimeri	MCMII
tlg2001.tlg042.opp.grc1.xml	tlg2001.tlg042.opp.grc1	urn:cts:greekLit:tlg2001.tlg042.opp-grc1	Quae Fertur In Aristotelis Analyticorum Priorum Librum I	Themistius	Michael Hayduck	Berolini: Typis Et Impensis G. Reimeri	1883-1884
tlg2001.tlg043.opp.grc1.xml	tlg2001.tlg043.opp.grc1	urn:cts:greekLit:tlg2001.tlg043.opp-grc1	In Libros Aristotelis De Caelo Paraphrasis	Themistius	Samuel Landauer	Typis Et Impensis Georgii Reimeri	MCMII
tlg2001.tlg044.opp.grc1.xml	tlg2001.tlg044.opp.grc1	urn:cts:greekLit:tlg2001.tlg044.opp-lat1	In Aristotelis Metaphysicorum	Themistius	Samuel Landauer	Typis Et Impensis Georgii Reimeri	MCMII
tlg2018.tlg001.opp-grc1.xml	tlg2018.tlg001.opp-grc1	urn:cts:greekLit:tlg2018.tlg001.opp-grc1	Praeparatio Evangelica	Eusebius	Guilielmus Dindorfius	In Aedibus B. G. Teubneri.	MDCCCLXVII.
tlg2018.tlg002.opp-grc2.xml	tlg2018.tlg002.opp-grc2	urn:cts:greekLit:tlg2018.tlg002.opp-grc2	Historia Ecclesiastica	Eusebius	Guilielmus Dindorfius.	In Aedibus B. G. Teubneri	MDCCCLXXI.
tlg2018.tlg003.xml	tlg2018.tlg003	urn:cts:greekLit:tlg2018.tlg003.opp-grc1	De Martyribus Palaestinae (Recensio Brevior)	Eusebius	Guilielmus Dindorfius.	In Aedibus B. G. Teubneri	MDCCCLXXI.
tlg2018.tlg005.xml	tlg2018.tlg005	urn:cts:greekLit:tlg2018.tlg005.opp-grc1	Demonstratio Evangelica	Eusebius	Guilieimus Didnorfius.	In Aedibus B. G. Teubneri.	MDCCCLXVIII.
tlg2018.tlg010.opp.ger1.xml	tlg2018.tlg010.opp.ger1	urn:cts:greekLit:tlg2018.tlg010.opp-ger1	De Theophania (Fragmenta)	Eusebius	Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1904
tlg2018.tlg010.opp.grc1.xml	tlg2018.tlg010.opp.grc1	urn:cts:greekLit:tlg2018.tlg010.opp-grc1	De Theophania (Fragmenta)	Eusebius	Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1904
tlg2018.tlg011.xml	tlg2018.tlg011	urn:cts:greekLit:tlg2018.tlg011.opp-grc1	Onomasticon	Eusebius	Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1904
tlg2018.tlg012.xml	tlg2018.tlg012	urn:cts:greekLit:tlg2018.tlg012.opp-grc1	In Cantica Canticorum Interpretatio	Eusebius	Professor Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1906
tlg2018.tlg012a.xml	tlg2018.tlg012a	urn:cts:greekLit:tlg2018.tlg012a.opp-grc1	In Cantica Canticorum Interpretatio – Contents	Eusebius	Professor Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1906
tlg2018.tlg020.opp-grc1.xml	tlg2018.tlg020.opp-grc1	urn:cts:greekLit:tlg2018.tlg020.opp-grc1	Vita Constantini	Eusebius	Dr. Ivar A. Heikel	J.C.Hinrichs'Sche Buchhandlung	1902
tlg2018.tlg020a.opp-grc1.xml	tlg2018.tlg020a.opp-grc1	urn:cts:greekLit:tlg2018.tlg020a.opp-grc1	Vita Constantini – Contents	Eusebius	Dr. Ivar A. Heikel	J.C.Hinrichs'Sche Buchhandlung	1902
tlg2018.tlg021a.opp-grc1.xml	tlg2018.tlg021a.opp-grc1	urn:cts:greekLit:tlg2018.tlg021a.opp-grc1	Oration of Constantine	Eusebius	Dr. Ivar A. Heikel	J.C.Hinrichs'Sche Buchhandlung	1902
tlg2018.tlg021a.opp-grc2.xml	tlg2018.tlg021a.opp-grc2	urn:cts:greekLit:tlg2018.tlg021a.opp-grc2	Oration of Constantine	Eusebius	Dr. Ivar A. Heikel	J.C.Hinrichs'Sche Buchhandlung	1902
tlg2018.tlg022.xml	tlg2018.tlg022	urn:cts:greekLit:tlg2018.tlg022.opp-grc1	De Laudibus Constantini	Eusebius	Dr. Ivar A. Heikel	J.C.Hinrichs'Sche Buchhandlung	1902
tlg2021.tlg001.opp-grc1.xml	tlg2021.tlg001.opp-grc1	urn:cts:greekLit:tlg2021.tlg001.opp-grc1	Ancoratus	Epiphanius	D.Dr. Karl Holl	J. C. Hinrichs'Sche Buchhandlung	1915
tlg2021.tlg002.opp-grc1.xml	tlg2021.tlg002.opp-grc1	urn:cts:greekLit:tlg2021.tlg002.opp-grc1	Panarion (%6 Adversus Haereses)	Epiphanius	D.Dr. Karl Holl	J. C. Hinrichs'Sche Buchhandlung	1915
tlg2021.tlg003.opp-grc1.xml	tlg2021.tlg003.opp-grc1	urn:cts:greekLit:tlg2021.tlg003.opp-grc1	Anacephalaeosis [Sp.]	Epiphanius	D. Dr. Karl Holl	J. C. Hinrichs'Sche Buchhandlung	1922
tlg2022.tlg003.xml	tlg2022.tlg003	urn:cts:greekLit:tlg2022.tlg003.opp-grc1	Christus Patiens [Dub.] (Fort. Auctore Constantino Manasse)	Gregorius Nazianzenus	Dr. J. G. Brambs.	In Aedibus B. G. Teubneri.	MDCCCLXXXV.
tlg2022.tlg007.xml	tlg2022.tlg007	urn:cts:greekLit:tlg2022.tlg007.opp-grc1	Adversus Eunomianos (Orat. 27)	Gregorius Nazianzenus	Arthur James Mason, D.D.	At The University Press.	1899
tlg2022.tlg008.xml	tlg2022.tlg008	urn:cts:greekLit:tlg2022.tlg008.opp-grc1	De Theologia (Orat. 28)	Gregorius Nazianzenus	Arthur James Mason, D.D.	At The University Press.	1899
tlg2022.tlg009.xml	tlg2022.tlg009	urn:cts:greekLit:tlg2022.tlg009.opp-grc1	De Filio (Orat. 29)	Gregorius Nazianzenus	Arthur James Mason, D.D.	At The University Press.	1899
tlg2022.tlg010.xml	tlg2022.tlg010	urn:cts:greekLit:tlg2022.tlg010.opp-grc1	De Filio (Orat. 30)	Gregorius Nazianzenus	Arthur James Mason, D.D.	At The University Press.	1899
tlg2022.tlg011.xml	tlg2022.tlg011	urn:cts:greekLit:tlg2022.tlg011.opp-grc1	De Spiritu Sancto (Orat. 31)	Gregorius Nazianzenus	Arthur James Mason, D.D.	At The University Press.	1899
tlg2034.tlg006.xml	tlg2034.tlg006	urn:cts:greekLit:tlg2034.tlg006.opp-grc1	Isagoge Sive Quinque Voces	Porphyrius	Adolfus Busse	Typis Et Impensis Georgii Reimeri	MDCCCLXXXVII.
tlg2034.tlg007.xml	tlg2034.tlg007	urn:cts:greekLit:tlg2034.tlg007.opp-grc1	In Aristotelis Categorias Expositio Per Interrogationem Et	Porphyrius	Adolfus Busse	Typis Et Impensis Georgii Reimeri	MDCCCLXXXVII.
tlg2036.tlg001.opp-grc1.xml	tlg2036.tlg001.opp-grc1	urn:cts:greekLit:tlg2036.tlg001.opp-grc1	In Aristotelis Categorias Commentarium	Dexippus	Adolfus Busse	Berolini: Typis Et Impensis G. Reimeri	1888
tlg2041.tlg001.xml	tlg2041.tlg001	urn:cts:greekLit:tlg2041.tlg001.opp-grc1	Fragmenta	Marcellus	Professor Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1906
tlg2041.tlg015.xml	tlg2041.tlg015	urn:cts:greekLit:tlg2041.tlg015.opp-grc1	Das Fragment an der Canticakatene	Marcellus	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2042.tlg005.xml	tlg2042.tlg005	urn:cts:greekLit:tlg2042.tlg005.opp-grc1	Commentarii In Evangelium Joannis (Lib. 1, 2, 4, 5, 6, 10, 13)	Origenes	Lic. Dr. Erwin Preushen	J. C. Hinrich'S Sche Buchhandlung	1903
tlg2042.tlg006.xml	tlg2042.tlg006	urn:cts:greekLit:tlg2042.tlg006.opp-grc1	Fragmenta In Evangelium Joannis (In Catenis)	Origenes	Lic. Dr. Erwin Preushen	J. C. Hinrich'S Sche Buchhandlung	1903
tlg2042.tlg009.xml	tlg2042.tlg009	urn:cts:greekLit:tlg2042.tlg009.opp-grc1	In Jeremiam (Homiliae 1-11)	Origenes	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2042.tlg010.xml	tlg2042.tlg010	urn:cts:greekLit:tlg2042.tlg010.opp-grc1	Fragmenta In Jeremiam (In Catenis)	Origenes	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2042.tlg011.xml	tlg2042.tlg011	urn:cts:greekLit:tlg2042.tlg011.opp-grc1	Fragmenta In Lamentationes (In Catenis)	Origenes	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2042.tlg012.xml	tlg2042.tlg012	urn:cts:greekLit:tlg2042.tlg012.opp-grc1	Fragmentum In Lamentationes (In Catenis)	Origenes	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2042.tlg013.xml	tlg2042.tlg013	urn:cts:greekLit:tlg2042.tlg013.opp-grc1	De Engastrimytho (%6 Homilia In I Reg. [I Sam.] 28.3-25)	Origenes	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2042.tlg014.xml	tlg2042.tlg014	urn:cts:greekLit:tlg2042.tlg014.opp-grc1	Fragmenta In Librum Primum Regnorum (In Catenis)	Origenes	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2042.tlg016.xml	tlg2042.tlg016	urn:cts:greekLit:tlg2042.tlg016.opp-grc1	Homiliae In Lucam	Origenes	Dr. Max Rauer	J. C. Hinrichs'Sche Buchhandlung	1930
tlg2042.tlg017.xml	tlg2042.tlg017	urn:cts:greekLit:tlg2042.tlg017.opp-grc1	Fragmenta In Lucam (In Catenis)	Origenes	Dr. Max Rauer	J. C. Hinrichs'Sche Buchhandlung	1930
tlg2042.tlg021.xml	tlg2042.tlg021	urn:cts:greekLit:tlg2042.tlg021.opp-grc1	In Jeremiam (Homiliae 12-20)	Origenes	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2042.tlg028.xml	tlg2042.tlg028	urn:cts:greekLit:tlg2042.tlg028.opp-grc1	Commentariorum Series In Evangelium Matthaei (Mt. 22.34-27.63)	Origenes	D.Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1933
tlg2042.tlg029.xml	tlg2042.tlg029	urn:cts:greekLit:tlg2042.tlg029.opp-grc1	Commentarium In Evangelium Matthaei (Lib. 10-11)	Origenes	D. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1935
tlg2042.tlg030.xml	tlg2042.tlg030	urn:cts:greekLit:tlg2042.tlg030.opp-grc1	Commentarium In Evangelium Matthaei (Lib. 12-17)	Origenes	D. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1935
tlg2042.tlg084.xml	tlg2042.tlg084	urn:cts:greekLit:tlg2042.tlg084.opp-grc1	Fragmenta In Jeremiam (E Philocalia)	Origenes	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
tlg2050.tlg001.opp-grc1.xml	tlg2050.tlg001.opp-grc1	urn:cts:greekLit:tlg2050.tlg001.opp-grc1	Vitae Sophistarum	Eunapius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2115.tlg060.xml	tlg2115.tlg060	urn:cts:greekLit:tlg2115.tlg060.opp-grc1	Refutatio Omnium Haeresium (%6 Philosophumena)	Hippolytus	D. Dr. Paul Wendland	J. C. Hinrichs'Sche Buchhandlung	1916
tlg2200.tlg001.opp.grc1.xml	tlg2200.tlg001.opp.grc1	urn:cts:greekLit:tlg2200.tlg001.opp-grc1	Epistulae 1-1544	Libanius	Richardus Foerster	Georg Olms Verlagsbuchhandlung	1963
tlg2200.tlg00401.xml	tlg2200.tlg00401	urn:cts:greekLit:tlg2200.tlg00401.opp-grc1	Orationes 1	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00402.xml	tlg2200.tlg00402	urn:cts:greekLit:tlg2200.tlg00402.opp-grc1	Orationes 2	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00403.xml	tlg2200.tlg00403	urn:cts:greekLit:tlg2200.tlg00403.opp-grc1	Orationes 3	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00404.xml	tlg2200.tlg00404	urn:cts:greekLit:tlg2200.tlg00404.opp-grc1	Orationes 4	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00405.xml	tlg2200.tlg00405	urn:cts:greekLit:tlg2200.tlg00405.opp-grc1	Orationes 5	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00406.xml	tlg2200.tlg00406	urn:cts:greekLit:tlg2200.tlg00406.opp-grc1	Orationes 6	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00407.xml	tlg2200.tlg00407	urn:cts:greekLit:tlg2200.tlg00407.opp-grc1	Orationes 7	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00408.xml	tlg2200.tlg00408	urn:cts:greekLit:tlg2200.tlg00408.opp-grc1	Orationes 8	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00409.xml	tlg2200.tlg00409	urn:cts:greekLit:tlg2200.tlg00409.opp-grc1	Orationes 9	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00410.xml	tlg2200.tlg00410	urn:cts:greekLit:tlg2200.tlg00410.opp-grc1	Orationes 10	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00411.xml	tlg2200.tlg00411	urn:cts:greekLit:tlg2200.tlg00411.opp-grc1	Orationes 11	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
tlg2200.tlg00426.xml	tlg2200.tlg00426	urn:cts:greekLit:tlg2200.tlg00426.opp-grc1	Orationes 26	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00427.xml	tlg2200.tlg00427	urn:cts:greekLit:tlg2200.tlg00427.opp-grc1	Orationes 27	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00428.xml	tlg2200.tlg00428	urn:cts:greekLit:tlg2200.tlg00428.opp-grc1	Orationes 28	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00429.xml	tlg2200.tlg00429	urn:cts:greekLit:tlg2200.tlg00429.opp-grc1	Orationes 29	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00430.xml	tlg2200.tlg00430	urn:cts:greekLit:tlg2200.tlg00430.opp-grc1	Orationes 30	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00431.xml	tlg2200.tlg00431	urn:cts:greekLit:tlg2200.tlg00431.opp-grc1	Orationes 31	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00432.xml	tlg2200.tlg00432	urn:cts:greekLit:tlg2200.tlg00432.opp-grc1	Orationes 32	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00433.xml	tlg2200.tlg00433	urn:cts:greekLit:tlg2200.tlg00433.opp-grc1	Orationes 33	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00434.xml	tlg2200.tlg00434	urn:cts:greekLit:tlg2200.tlg00434.opp-grc1	Orationes 34	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00435.xml	tlg2200.tlg00435	urn:cts:greekLit:tlg2200.tlg00435.opp-grc1	Orationes 35	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00436.xml	tlg2200.tlg00436	urn:cts:greekLit:tlg2200.tlg00436.opp-grc1	Orationes 36	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00437.xml	tlg2200.tlg00437	urn:cts:greekLit:tlg2200.tlg00437.opp-grc1	Orationes 37	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00438.xml	tlg2200.tlg00438	urn:cts:greekLit:tlg2200.tlg00438.opp-grc1	Orationes 38	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00439.xml	tlg2200.tlg00439	urn:cts:greekLit:tlg2200.tlg00439.opp-grc1	Orationes 39	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00440.xml	tlg2200.tlg00440	urn:cts:greekLit:tlg2200.tlg00440.opp-grc1	Orationes 40	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00441.xml	tlg2200.tlg00441	urn:cts:greekLit:tlg2200.tlg00441.opp-grc1	Orationes 41	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00442.xml	tlg2200.tlg00442	urn:cts:greekLit:tlg2200.tlg00442.opp-grc1	Orationes 42	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00443.xml	tlg2200.tlg00443	urn:cts:greekLit:tlg2200.tlg00443.opp-grc1	Orationes 43	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00444.xml	tlg2200.tlg00444	urn:cts:greekLit:tlg2200.tlg00444.opp-grc1	Orationes 44	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00445.xml	tlg2200.tlg00445	urn:cts:greekLit:tlg2200.tlg00445.opp-grc1	Orationes 45	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00446.xml	tlg2200.tlg00446	urn:cts:greekLit:tlg2200.tlg00446.opp-grc1	Orationes 46	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00447.xml	tlg2200.tlg00447	urn:cts:greekLit:tlg2200.tlg00447.opp-grc1	Orationes 47	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00448.xml	tlg2200.tlg00448	urn:cts:greekLit:tlg2200.tlg00448.opp-grc1	Orationes 48	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00449.xml	tlg2200.tlg00449	urn:cts:greekLit:tlg2200.tlg00449.opp-grc1	Orationes 49	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00450.xml	tlg2200.tlg00450	urn:cts:greekLit:tlg2200.tlg00450.opp-grc1	Orationes 50	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
tlg2200.tlg00451.xml	tlg2200.tlg00451	urn:cts:greekLit:tlg2200.tlg00451.opp-grc1	Orationes 51	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00452.xml	tlg2200.tlg00452	urn:cts:greekLit:tlg2200.tlg00452.opp-grc1	Orationes 52	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00453.xml	tlg2200.tlg00453	urn:cts:greekLit:tlg2200.tlg00453.opp-grc1	Orationes 53	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00454.xml	tlg2200.tlg00454	urn:cts:greekLit:tlg2200.tlg00454.opp-grc1	Orationes 54	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00455.xml	tlg2200.tlg00455	urn:cts:greekLit:tlg2200.tlg00455.opp-grc1	Orationes 55	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00456.xml	tlg2200.tlg00456	urn:cts:greekLit:tlg2200.tlg00456.opp-grc1	Orationes 56	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00457.xml	tlg2200.tlg00457	urn:cts:greekLit:tlg2200.tlg00457.opp-grc1	Orationes 57	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00458.xml	tlg2200.tlg00458	urn:cts:greekLit:tlg2200.tlg00458.opp-grc1	Orationes 58	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00459.xml	tlg2200.tlg00459	urn:cts:greekLit:tlg2200.tlg00459.opp-grc1	Orationes 59	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00460.xml	tlg2200.tlg00460	urn:cts:greekLit:tlg2200.tlg00460.opp-grc1	Orationes 60	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
tlg2200.tlg00461.xml	tlg2200.tlg00461	urn:cts:greekLit:tlg2200.tlg00461.opp-grc1	Orationes 61	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
